id,calmar,pnl,max_dd,sharpe,win_rate,trade_count,avg_ttr,topN,windowDays,f1Anchor,f1Max,w2,w3,f4Boost,maxTtrDays
c4431d866a7a351e2953925e737eb421,331.6131,26298.10,79.30,2.4417,0.5201,29428,-0.4,20,14,100,5,0.3,0.5,2,3
4fcbb200c21d457d6a3d1463c0ef9a2f,327.9033,28344.39,86.44,2.1670,0.5252,38572,-0.2,10,14,500,5,0.3,1,1.5,30
cbe54bf37a3e17b3519c99742419d4ca,323.8587,26482.74,81.77,2.2288,0.5244,42180,-0.2,20,14,20,5,0.6,0,1.5,14
76488e042f0e00e748fe0ce161886a3d,306.6806,28095.25,91.61,2.2827,0.5421,33003,-0.2,20,30,100,5,0.6,0.5,1,14
6a4ffdb69250927e66e9a19c7380d854,299.4736,28251.86,94.34,2.3672,0.5235,44096,-0.3,10,60,500,3,0.3,0,1.5,7
a43c1be0024f012c2055ac5c828401d6,298.5846,27026.03,90.51,2.1876,0.5253,37379,-0.2,20,30,500,5,0,1,1.5,30
7d103f8466001409461b36e58aaddf18,298.4222,27288.14,91.44,2.2789,0.5423,33016,-0.2,20,60,100,5,0.6,0.5,1,14
97141998891f0bd159fbaad457f9087b,294.8972,24406.18,82.76,2.1233,0.5319,39398,-0.2,20,60,20,5,0.6,0,1,7
91703c0c89906aa19a46d814e78ddf84,288.7739,24325.90,84.24,2.1855,0.5280,40766,-0.2,20,30,20,5,0.3,0,2,30
ae7fe3b3727fe483a2a19529a0a9996d,287.1839,24296.05,84.60,2.1409,0.5257,38025,-0.2,20,60,500,3,0.6,1,1.5,14
cad4610fe4907a3ce793c76b1e1464c9,277.0434,22721.95,82.02,2.0448,0.5213,37961,-0.2,20,14,500,3,0.3,1,2,7
99d02ab798beaff8bdccc3b97f7dcba7,272.6262,26007.38,95.40,2.4089,0.5368,31552,-0.2,20,30,100,5,0.3,0.5,1.5,14
a0e51ec370c186d85b95c68a58aa298d,267.1498,23150.97,86.66,2.1551,0.5281,38956,-0.2,10,30,20,5,0.3,0,1.5,14
6608db131e78da0e3e346e9be2b403e1,267.0609,23506.15,88.02,2.0950,0.5224,42660,-0.2,20,14,20,5,0,0,1.5,14
e043eaae10cf67dc67308cc9b90420b5,258.6683,19762.45,76.40,2.3600,0.5075,30604,-0.4,20,30,500,3,0.6,0.5,1.5,3
35258e6d03db61f927e402f24b8ab3a2,257.3825,22110.03,85.90,2.0294,0.5256,41734,-0.2,20,14,20,5,0,0,2,7
937674791e87cb34c96a43cf5634e6a5,247.7387,22077.26,89.12,2.1078,0.5263,40301,-0.2,20,14,20,5,0,0,2,30
0f60c9e095639598f76b7fea80641eea,241.3439,20158.18,83.52,2.1496,0.5283,37377,-0.2,10,30,500,3,0.6,0.5,2,14
c6c616bdb36b4f5ee2b4ac5b501d907a,237.0930,18933.51,79.86,2.0802,0.5241,42082,-0.2,10,14,20,3,0.6,0,1,14
8cd0385695159c8a80c7df1d2f1af0c6,236.3856,19975.18,84.50,2.1626,0.5338,35594,-0.2,10,30,500,3,0.6,0.5,1.5,30
c8f17ea8cc39b054467778dce4301413,225.2890,17161.28,76.17,2.3196,0.5031,29016,-0.3,20,60,500,5,0.6,0,1.5,3
efa2cd8bad04e79f6be0511ac6eb6dbb,224.8914,18304.47,81.39,2.0338,0.5228,42486,-0.2,20,14,20,3,0.3,0,1,14
38ab4ec083bb4940a0635416e3205816,219.8221,18019.63,81.97,2.1094,0.5248,40857,-0.2,20,60,20,3,0.6,0,1,30
b693074c66f85c639b09652b0d0105ea,219.0535,18537.20,84.62,2.0820,0.5291,37415,-0.2,10,30,500,3,0.3,0.5,1.5,7
aaddc9b8fabea72b25af3d32ef9ba01d,216.8903,18483.84,85.22,2.0743,0.5238,40581,-0.2,20,14,500,3,0.3,0.5,1,14
24d8a2a4eca1113e27f3dd7c62a91ba8,207.2227,18074.02,87.22,2.1263,0.5276,38857,-0.2,20,14,500,3,0.3,0.5,2,30
7ab60358d5497cecf092af9def29cf44,195.1250,16540.89,84.77,2.0101,0.5234,36645,-0.2,10,14,500,3,0,0.5,1,7
c383391aac2fda7a55a718b3569d9550,193.1680,16206.20,83.90,2.0367,0.5241,38917,-0.2,20,14,20,3,0,0,1.5,30
6edd6ce4d0962c7af1b0219f26d3699a,191.3655,16054.97,83.90,2.0468,0.5241,38801,-0.2,20,14,20,3,0,0,2,30
f14cdf151d0f436854ccacc6572f36d6,190.9272,16018.20,83.90,2.0425,0.5235,38811,-0.2,10,14,20,3,0,0,1,30
0a9278b2e2d8301ca1694caba91f46f3,164.8952,14011.06,84.97,2.0219,0.5245,24051,-0.1,20,60,20,5,0,1,2,
e5b2a5183e052dbe5a82d4a09c0a3e15,149.4879,14270.69,95.46,2.2263,0.5419,33997,-0.2,10,30,100,3,0.3,0,2,
b66483852fba9626a1e6c5a33975adb1,148.9751,12943.28,86.88,2.1102,0.5286,36348,-0.2,20,14,500,3,0.3,0,1,14
58358de2eb15be4b1d39b756a7d96685,135.7892,12307.61,90.64,2.1946,0.5284,34126,-0.2,10,30,500,3,0.3,0,1,14
79a96240e4f12cb986c9b04a10ca3b2f,57.0306,5176.63,90.77,1.8561,0.4927,14849,-0.3,10,60,100,3,0,0.5,2,3
d3b21f15cab0778bd5802bc1f1bd16fe,0.6377,62.41,97.87,1.6242,0.5310,21079,-0.2,10,60,100,5,0,0,2,7
8a6d83e8700a811f2448a68749bfa338,-0.3935,-39.27,99.81,1.3578,0.5327,12999,-0.1,20,14,20,5,0.6,1,2,
3d0929d5a7b53eef963dcc5acfbed5e9,-0.3935,-39.27,99.81,1.3578,0.5327,12999,-0.1,20,14,20,5,0.6,1,2,
2f1ed98cd023adaeb0140e14f40b4341,-0.4425,-43.71,98.78,1.2422,0.5239,22530,-0.1,10,14,20,3,0.6,1,1.5,
736c7a5190e8bf4cbd5cd0344ec88921,-0.8179,-81.20,99.28,1.2759,0.5264,18806,-0.1,10,30,20,3,0.6,1,1.5,
e5d00f559d7cc921745dfddf72bfae7c,-0.8647,-85.40,98.76,1.3377,0.5452,13898,-0.2,20,60,500,3,0.6,1,2,
e82379bf0165759f789cecc85ba6479b,-0.9931,-97.65,98.33,1.7589,0.5171,11171,-0.4,10,60,500,5,0.6,1,1,3
259da86e914e3dbf5fbe82f307b12cc3,-1.0175,-100.97,99.24,1.2095,0.5272,17551,-0.1,10,30,20,3,0.6,0.5,1,
9c47a278192a4234ab0cc44c136b1227,-1.0987,-108.37,98.64,1.2910,0.5299,19609,-0.1,10,14,100,3,0.3,1,1,
6a2f23daea69fcf46e0003a17e3056e4,-1.1254,-110.79,98.44,1.1706,0.5289,20092,-0.1,20,60,500,3,0,1,1,
7a8b7f1cbd5d460818d074f68893b10b,-1.1297,-107.23,94.92,1.0593,0.5216,14964,-0.3,5,14,500,3,0.3,0,1,3
3ef6d19e3624d0c3c63d873ac0904f7f,-1.1460,-114.01,99.49,1.3961,0.5375,19336,-0.1,20,30,100,5,0,0.5,1,
f1ae9c645a1b28a4d4bdad8bc35c0808,-1.2196,-120.95,99.17,1.7928,0.5201,13874,-0.4,10,60,20,5,0.6,0,1.5,3
74834605e5714e4f13ffb9b6a78cfbca,-1.2750,-126.37,99.12,1.2341,0.5287,21388,-0.1,20,60,20,3,0,0,2,
d019c179622e30adec7e7ead8e2f154c,-1.2890,-128.23,99.48,1.3936,0.5387,18515,-0.1,20,60,100,5,0,0.5,1.5,
d5ac8f6d2adc0f3d5454a7e704f08396,-1.3405,-132.54,98.88,1.1815,0.5175,27195,-0.2,20,14,100,3,0,0.5,1,14
50a4c43fcd352ba142125e3a078684f1,-1.3504,-132.32,97.98,1.2788,0.5351,18084,-0.1,20,14,500,5,0,0.5,2,
c0ac865e1e27e23f41ccb1526fd1e2e5,-1.3652,-135.57,99.31,1.1802,0.5478,12197,-0.2,20,30,100,3,0.6,1,2,
65786d76b05195b35f65563f19aa63a3,-1.3858,-136.82,98.73,1.2239,0.5365,17875,-0.1,20,14,100,3,0,0.5,1,
735ceee87268cdf008b1fd737b1f9657,-1.3938,-136.21,97.72,1.2054,0.5415,17086,-0.1,20,14,500,3,0.3,0.5,1.5,
52c32d2257ffaecd92a0c17d462c64c8,-1.4082,-138.94,98.66,1.8044,0.4955,20585,-0.3,20,30,100,3,0,0.5,1.5,3
1da012d8512ae3ad64e6c25854f3d8c3,-1.4243,-140.80,98.85,1.2178,0.5393,17448,-0.1,20,60,100,3,0,0.5,2,
f49d9af3261d2a0381351d9d79daa276,-1.4283,-139.58,97.72,1.1923,0.5447,16941,-0.1,10,14,500,3,0.3,0.5,1,
487e6fcdc79ac598c3c06636e4a2c158,-1.4683,-145.44,99.05,1.3362,0.5260,27973,-0.2,20,60,500,5,0,0,1,14
e625c15818cde8ad87117082ee90af29,-1.4815,-146.24,98.71,1.2242,0.5274,26142,-0.2,10,30,500,3,0,0,2,14
1817ccddfa1f02851993d3a827b01913,-1.5032,-149.51,99.46,0.6288,0.5499,10992,-0.1,20,30,20,5,0.6,0,1,
e10c25c4bde3c4557d949a2c75bc930b,-1.5124,-149.21,98.66,1.0868,0.5388,17539,-0.1,20,30,500,3,0,0.5,1.5,
94c5aa19eabe83d90f9703636057428d,-1.5282,-150.71,98.62,1.2554,0.4912,17311,-0.3,20,30,100,3,0.3,1,1,3
611e8f5238a8d5f38138bbb87cfdac97,-1.5317,-151.39,98.84,1.9599,0.5162,12527,-0.4,10,60,100,5,0.3,1,1.5,3
f8de3be3f9e6b63acae137341e89a1fe,-1.5345,-151.76,98.90,1.0031,0.5236,22156,-0.2,20,60,500,3,0,1,1.5,7
2093e552fe704155e94dc40a17aff919,-1.5540,-153.98,99.09,1.2354,0.5236,29090,-0.2,20,30,500,3,0,0.5,2,7
57736402afeb4b730c8cacf9b9f56af9,-1.5557,-154.08,99.04,1.2517,0.5313,26498,-0.2,20,14,500,3,0.3,0,1.5,30
21eb02430949a90b00a3957d2e271b23,-1.5565,-153.31,98.50,1.0273,0.5407,14212,-0.1,10,30,500,3,0.3,0.5,2,
6e1399944533d59e06b77194580908b6,-1.5915,-157.15,98.75,1.1672,0.5309,24710,-0.2,20,60,500,3,0.6,0,1,7
640929621144eb668abf7d629d804a86,-1.6024,-157.23,98.12,1.1081,0.5088,20331,-0.3,20,30,500,3,0.3,0,1,3
3e4b0afa35bb0b709a9d5fd425cfce76,-1.6024,-159.36,99.45,1.0975,0.5179,24865,-0.2,20,60,20,3,0,1,2,7
7d5412c1879a05fc08e4cb6e6c1b91eb,-1.6036,-157.35,98.12,1.1066,0.5087,20357,-0.3,20,60,500,3,0.3,0,1.5,3
f628066f2e52372f753c283f996f7990,-1.6060,-157.78,98.25,1.1551,0.5326,23430,-0.2,10,14,500,3,0.3,0,2,30
418f22da1fb3e5fb3eaad6514bf84d15,-1.6085,-160.18,99.59,1.5886,0.5105,21516,-0.3,20,14,20,3,0.6,0.5,1.5,3
fbdf55fda78c31d4546a196e682f379c,-1.6228,-160.39,98.84,1.2390,0.5130,14159,-0.3,20,30,20,3,0,1,2,3
f08a9b79d257c847a81cc5ac7895e286,-1.6258,-158.48,97.48,0.9856,0.4969,19563,-0.3,20,60,500,3,0,0,1.5,3
52c760aadba9ff7908b7a0ee6b79c9e0,-1.6293,-161.72,99.26,1.3736,0.5370,21657,-0.2,10,30,100,3,0.6,0.5,1,14
986bcec6d55775a4912a2d49fb0b4d04,-1.6335,-160.89,98.50,0.6506,0.5578,10202,-0.1,10,14,500,5,0.6,0.5,1.5,
7d1afcfac4bd6add9c2f32b6fc27d648,-1.6401,-160.66,97.96,1.0426,0.5085,19371,-0.3,10,14,500,3,0.3,0,1.5,3
3737b5fd0f14236cd022ae0cfc6cff9d,-1.6450,-162.32,98.67,1.3129,0.5384,19421,-0.2,20,30,100,3,0.6,0.5,1,14
b50e360519c2f0300c7ef98fe1516e50,-1.6543,-164.08,99.19,1.1256,0.5269,21965,-0.1,10,14,20,3,0.6,0,1,30
b72f0143d99508dc28ca90de6a1e4ed7,-1.6693,-163.91,98.19,1.2515,0.5379,18799,-0.2,10,14,100,3,0.3,0.5,1,7
4c08f48c35da725977fe90c876c4d873,-1.6842,-162.31,96.37,1.0282,0.4996,13253,-0.3,20,14,100,3,0.6,0,1,3
a8daed9aef867a7da0fc94b7b8b72d4f,-1.6899,-165.30,97.81,1.2727,0.4892,14150,-0.3,10,14,100,3,0,1,2,3
07a7499ca1c2ab47e16dc19366c1a395,-1.6916,-167.02,98.74,1.0150,0.5279,24906,-0.2,20,60,500,3,0,0,2,14
ac8dbeb484dd4b69ff6408d5c33749f8,-1.6976,-165.84,97.69,0.9398,0.5427,15198,-0.2,10,30,100,3,0.3,0,1.5,30
d03d7afe70cc9bd8b94fa188bb0ab6cf,-1.6990,-165.85,97.62,1.0450,0.5370,17931,-0.2,20,14,100,3,0.3,0,1.5,14
8ce5e24d024e13c8292f85885f9470ca,-1.7028,-166.61,97.84,0.7092,0.5412,13596,-0.1,20,30,100,3,0.6,0,1.5,30
a88d79fda464dbc66755ea8d29187936,-1.7044,-169.57,99.49,1.2477,0.5230,27919,-0.2,10,14,500,5,0,0.5,2,7
be45c5788d3a8f78d8720b08c6d67132,-1.7118,-170.25,99.45,1.1674,0.5268,21364,-0.1,20,14,100,5,0,1,1.5,30
2e8102515dcdc5eddc645144f8762b89,-1.7368,-170.82,98.35,1.1547,0.5290,22071,-0.2,10,14,500,5,0,0,1.5,7
3cfb00470c3595a1b70f53ded2c86d60,-1.7481,-173.78,99.41,1.0527,0.5415,18447,-0.2,10,14,500,5,0.6,0.5,1.5,30
ee2e241225f84ad7d72981efeec9d859,-1.7575,-172.67,98.25,1.1929,0.5004,16350,-0.3,10,14,20,3,0.3,0,1,3
5b73a3fbce264e53225d1f26a578a510,-1.7665,-174.16,98.59,0.5911,0.5580,10849,-0.2,20,30,500,5,0.6,0,2,
006e0c33893cdba3da2d8096e3cc8b5e,-1.7719,-174.91,98.71,1.0941,0.5471,14260,-0.1,20,30,100,3,0.6,1,1,7
c86ce74841eebf260bf71119565d0153,-1.7731,-175.34,98.88,1.1750,0.5438,13400,-0.1,10,14,100,5,0.6,0.5,1,30
bfb42e702f3b2d1b2dae884754c50e0f,-1.7796,-176.80,99.35,1.2389,0.5393,22715,-0.2,20,60,500,5,0.6,0,1.5,7
1a6009847720c435c2ae3349e397ad6b,-1.7823,-177.82,99.77,1.4259,0.5394,23901,-0.2,20,14,100,5,0.6,0,1,14
3a14c30d3fb3bfcd00a2fbcc7d7599c6,-1.7842,-175.44,98.33,1.1836,0.5045,12379,-0.3,20,30,100,3,0.6,1,1,3
9479c972106624ee556fecf41763fa07,-1.7879,-176.31,98.61,0.1882,0.5803,8185,-0.1,20,14,100,3,0,0,1.5,
4e7a3a3a5dc91fcc21eb9bd48e2dd835,-1.7886,-177.67,99.34,0.1991,0.5725,8656,-0.2,20,30,100,5,0.6,0,1.5,
86abb4fe354bbf0006fdeefb589874be,-1.7925,-176.53,98.48,-0.0327,0.5690,7755,-0.2,20,14,500,3,0,0,1.5,
d3570e8cbfad5f339f4abcb36058f780,-1.8066,-180.04,99.65,1.3617,0.5436,20089,-0.2,10,30,100,5,0.6,0,1.5,7
f783991a3a4ad6f9f7595a649f76a9d8,-1.8126,-180.26,99.44,1.2599,0.5364,19620,-0.2,10,30,100,5,0.3,0,2,14
f15e413d65df8fdc7b29a8f8bba99018,-1.8130,-179.94,99.25,1.3389,0.5022,17299,-0.3,20,14,100,5,0.3,0,1,3
9e1ed89dcf8a8c3a4c38c906b21f030e,-1.8163,-180.31,99.27,1.5099,0.5152,12009,-0.3,20,14,20,5,0,1,2,3
b7ba0172871b043081e561208564309d,-1.8273,-180.21,98.62,1.3440,0.4987,14892,-0.3,10,14,20,5,0,0,1.5,3
ae287d5e7b630e6e98cf9922b34f3a00,-1.8296,-181.06,98.96,0.1907,0.5716,8346,-0.1,20,14,100,3,0,0,2,
515608b3e3f1b8f69d2331a7d3f1d628,-1.8312,-181.19,98.95,1.5707,0.5328,7999,-0.3,10,14,20,5,0.6,1,1.5,3
45df3f3dc36c0099ff789bd546a51e7a,-1.8321,-180.53,98.54,1.2062,0.5444,16550,-0.2,20,30,100,5,0.3,0,2,7
71792627de05e60fbc16e60dda37614f,-1.8321,-180.53,98.54,1.1703,0.5482,15291,-0.2,20,14,100,5,0.3,0,1,7
ac92b4e2a7cd6415d47cbb794c231480,-1.8379,-177.49,96.57,0.4715,0.5504,4715,-0.4,20,30,20,5,0.6,0.5,1.5,3
520d55fab348e2d64a24735d87ffb777,-1.8535,-184.38,99.48,1.2625,0.4873,18049,-0.3,20,60,500,5,0,1,2,3
5c17586dcdcf37605d69a266f8b0897c,-1.8668,-186.10,99.69,1.2988,0.5409,20575,-0.2,10,30,100,5,0,0.5,2,7
3977225519f0edc54f9a6b5b707cf0d6,-1.8723,-186.23,99.47,1.0677,0.4871,18089,-0.3,20,60,500,5,0,0.5,1.5,3
f8312484824c2ddb53d7344f9c3c963f,-1.8866,-188.47,99.90,1.6857,0.5253,17401,-0.3,10,14,20,5,0.3,1,2,3
9372c01465cdf9a6840d09a53fe04457,-1.9010,-189.53,99.70,1.2389,0.5322,19888,-0.2,10,14,100,5,0,1,1,7
c4139b68e9fe113126c78259c809171e,-1.9010,-189.53,99.70,1.2389,0.5322,19888,-0.2,10,14,100,5,0,1,1,7
b370904cac749734904309d19e9a15e8,-1.9021,-187.48,98.57,0.9784,0.5381,8453,-0.3,10,14,20,5,0.6,0,1.5,3
b1cdf1d5f19d2627d95359ad629dac33,-1.9044,-187.52,98.47,0.9775,0.5348,8365,-0.3,20,30,20,5,0.6,0,1.5,3
96af2d2286fe623242bdfbbf46651b06,-1.9106,-186.24,97.48,1.2221,0.5293,7751,-0.3,20,60,20,5,0.3,0.5,2,3
42e79cdcc7ffcd3e6de31974ddfadad3,-1.9186,-189.50,98.77,1.1068,0.5329,8100,-0.4,10,30,20,5,0.6,0,2,3
406289bca96aea36cf66c59edf48b3ce,-1.9212,-187.84,97.77,1.1955,0.5274,7727,-0.3,20,60,20,5,0.3,0.5,1,3
52994a321d980100d992f3fc5ecb38da,-1.9450,-192.85,99.15,1.4461,0.5306,8387,-0.3,20,60,20,5,0.3,1,1.5,3
